Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
BioEng Lab,RUNNING,02-07-2020,13:37:39,00:05:27,,73,0.0,,00:00,,10,80,,,,,,,,,,170.0,70.0,198,,,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:04:31,74,0.0,00:00,,,,0.00,,,
,00:04:32,75,0.0,00:00,,,,0.00,,,
,00:04:33,77,0.0,00:00,,,,0.00,,,
,00:04:34,78,0.0,00:00,,,,0.00,,,
,00:04:35,77,0.0,00:00,,,,0.00,,,
,00:04:36,77,0.0,00:00,,,,0.00,,,
,00:04:37,77,0.0,00:00,,,,0.00,,,
,00:04:38,77,0.0,00:00,,,,0.00,,,
,00:04:39,77,0.0,00:00,,,,0.00,,,
,00:04:40,77,0.0,00:00,,,,0.00,,,
,00:04:41,77,0.0,00:00,,,,0.00,,,
,00:04:42,77,0.0,00:00,,,,0.00,,,
,00:04:43,76,0.0,00:00,,,,0.00,,,
,00:04:44,76,0.0,00:00,,,,0.00,,,
,00:04:45,75,0.0,00:00,,,,0.00,,,
,00:04:46,75,0.0,00:00,,,,0.00,,,
,00:04:47,75,0.0,00:00,,,,0.00,,,
,00:04:48,75,0.0,00:00,,,,0.00,,,
,00:04:49,75,0.0,00:00,,,,0.00,,,
,00:04:50,75,0.0,00:00,,,,0.00,,,
,00:04:51,76,0.0,00:00,,,,0.00,,,
,00:04:52,76,0.0,00:00,,,,0.00,,,
,00:04:53,75,0.0,00:00,,,,0.00,,,
,00:04:54,75,0.0,00:00,,,,0.00,,,
,00:04:55,74,0.0,00:00,,,,0.00,,,
,00:04:56,74,0.0,00:00,,,,0.00,,,
,00:04:57,74,0.0,00:00,,,,0.00,,,
,00:04:58,75,0.0,00:00,,,,0.00,,,
,00:04:59,76,0.0,00:00,,,,0.00,,,
,00:05:00,76,0.0,00:00,,,,0.00,,,
,00:05:01,77,0.0,00:00,,,,0.00,,,
,00:05:02,79,0.0,00:00,,,,0.00,,,
,00:05:03,79,0.0,00:00,,,,0.00,,,
,00:05:04,79,0.0,00:00,,,,0.00,,,
,00:05:05,79,0.0,00:00,,,,0.00,,,
,00:05:06,79,0.0,00:00,,,,0.00,,,
,00:05:07,79,0.0,00:00,,,,0.00,,,
,00:05:08,79,0.0,00:00,,,,0.00,,,
,00:05:09,79,0.0,00:00,,,,0.00,,,
,00:05:10,81,0.0,00:00,,,,0.00,,,
,00:05:11,81,0.0,00:00,,,,0.00,,,
,00:05:12,81,0.0,00:00,,,,0.00,,,
,00:05:13,81,0.0,00:00,,,,0.00,,,
,00:05:14,81,0.0,00:00,,,,0.00,,,
,00:05:15,81,0.0,00:00,,,,0.00,,,
,00:05:16,81,0.0,00:00,,,,0.00,,,
,00:05:17,81,0.0,00:00,,,,0.00,,,
,00:05:18,81,0.0,00:00,,,,0.00,,,
,00:05:19,80,0.0,00:00,,,,0.00,,,
,00:05:20,80,0.0,00:00,,,,0.00,,,
,00:05:21,79,0.0,00:00,,,,0.00,,,
,00:05:22,76,0.0,00:00,,,,0.00,,,
,00:05:23,75,0.0,00:00,,,,0.00,,,
,00:05:24,77,0.0,00:00,,,,0.00,,,
,00:05:25,78,0.0,00:00,,,,0.00,,,
,00:05:26,80,0.0,00:00,,,,0.00,,,
,00:05:27,81,0.0,00:00,,,,0.00,,,
,00:05:28,82,0.0,00:00,,,,0.00,,,
